Tanggal,SU,KU,CH
8/10/2015,26.8,76,0
8/11/2015,27,78,0
8/12/2015,26.4,80,0
8/13/2015,26.4,80,0.1
8/14/2015,27.4,79,0
8/15/2015,26.4,81,0
8/16/2015,26.7,79,0
8/17/2015,27.5,73,0
8/18/2015,27.1,74,0
8/19/2015,26.6,81,0
8/20/2015,26.5,76,1
8/21/2015,25.7,67,0
8/22/2015,25.9,73,0
8/23/2015,26,70,0
8/24/2015,26.2,72,0
8/25/2015,26.5,75,0
8/26/2015,27,74,0
8/27/2015,27.3,69,0
8/28/2015,26.8,75,0
8/29/2015,26.8,76,0
8/30/2015,27.2,71,0
8/31/2015,27,71,0
9/1/2015,20.6,76,0
9/2/2015,21.3,75,0
9/3/2015,21.3,76,0
9/4/2015,21.4,77,0
9/5/2015,21.5,79,0
9/6/2015,21.5,79,0
9/7/2015,21.5,79,0
9/8/2015,21.5,79,0
9/9/2015,21.6,81,0
9/10/2015,21.7,77,0
9/11/2015,21.7,77,0
9/12/2015,21.7,77,0
9/13/2015,21.7,77,0
9/14/2015,21.9,74,0
9/15/2015,22,75,0
9/16/2015,22,75,0
9/17/2015,22.1,77,0
9/18/2015,22,77,0
9/19/2015,22,77,0
9/20/2015,22,77,0
9/21/2015,21.8,76,0
9/22/2015,21.8,73,8.4
9/23/2015,21.8,69,0
9/24/2015,21.7,75,0
9/25/2015,21.7,75,0
9/26/2015,21.7,75,8.8
9/27/2015,21.9,80,0
9/28/2015,21.2,88,0
9/29/2015,21.8,83,1.6
9/30/2015,21.8,83,0
10/1/2015,22.5,69,0
10/2/2015,21.7,75,0
10/3/2015,21.7,75,1.3
10/4/2015,21.7,75,0
10/5/2015,21.7,75,0
10/6/2015,21.7,75,0.9
10/7/2015,21.7,75,0
10/8/2015,20.9,82,11
10/9/2015,21.2,81,22.5
10/10/2015,21.4,79,1
10/11/2015,22.2,75,0.5
10/12/2015,22.3,71,0
10/13/2015,21.7,82,6
10/14/2015,21.6,78,12.5
10/15/2015,21.6,73,6
10/16/2015,21.4,81,0
10/17/2015,22.8,68,0
10/18/2015,23.3,65,0
10/19/2015,22.8,67,0
10/20/2015,22.8,67,0
10/21/2015,22.8,67,0
10/22/2015,22.4,70,0
10/23/2015,22.9,66,0
10/24/2015,23.1,69,0
10/25/2015,23.1,69,0
10/26/2015,23.1,69,0
10/27/2015,23.3,72,0
10/28/2015,23.7,68,0
10/29/2015,23.7,68,0
10/30/2015,23.7,68,0.4
10/31/2015,23.7,68,0.9
11/1/2015,22.1,83,0
11/2/2015,22.3,86,11.7
11/3/2015,22.2,89,1.7
11/4/2015,22.3,87,0
11/5/2015,22.3,87,1.7
11/6/2015,22.5,84,3.9
11/7/2015,20.8,91,0
11/8/2015,20.2,92,13.7
11/9/2015,20.4,91,50
11/10/2015,21.5,88,31.2
11/11/2015,21.4,88,17.1
11/12/2015,21.7,88,12
11/13/2015,22.6,82,0
11/14/2015,23.5,76,63.7
11/15/2015,21.8,86,47.5
11/16/2015,21.2,93,31.9
11/17/2015,22.2,89,86.6
11/18/2015,22.6,84,3.2
11/19/2015,22.2,87,5.6
11/20/2015,22.2,87,5
11/21/2015,21.9,90,6
11/22/2015,21.9,86,0.3
11/23/2015,23.6,76,30.8
11/24/2015,22,87,37.5
11/25/2015,21.6,85,44.6
11/26/2015,21.1,87,26.5
11/27/2015,21.8,87,0
11/28/2015,21.8,87,0
11/29/2015,22.4,88,10.1
11/30/2015,22.7,86,2.1
12/1/2015,22,89,3.2
12/2/2015,22.2,89,9.6
12/3/2015,22.4,88,6.3
12/4/2015,21.6,88,0
12/5/2015,21.4,92,3.1
12/6/2015,21.6,90,13
12/7/2015,21.6,90,15.9
12/8/2015,21.6,90,44.1
12/9/2015,21.8,88,16.5
12/10/2015,22.3,85,39
12/11/2015,21.3,91,9.1
12/12/2015,20.9,95,33.4
12/13/2015,21.5,93,24.5
12/14/2015,20.5,94,7.3
12/15/2015,20.1,94,11.8
12/16/2015,20.1,94,0
12/17/2015,19.8,94,42.8
12/18/2015,20.3,88,3.2
12/19/2015,20.7,96,16
12/20/2015,20.3,94,2.8
12/21/2015,19.7,92,39.9
12/22/2015,20.3,85,13.2
12/23/2015,21.9,79,0
12/24/2015,22.2,84,0
12/25/2015,22.2,84,0
12/26/2015,22.4,88,0
12/27/2015,22.3,88,0
12/28/2015,22.2,87,20.5
12/29/2015,21.8,88,0
12/30/2015,21.4,88,31.4
12/31/2015,21.2,96,2.4
1/1/2016,21.5,90,1.2
1/2/2016,21.5,90,0
1/3/2016,21.6,89,43.9
1/4/2016,22,90,8.7
1/5/2016,21,95,21
1/6/2016,22.3,84,33.2
1/7/2016,22.6,83,9
1/8/2016,22,87,0
1/9/2016,22,87,0
1/10/2016,21.4,92,4.8
1/11/2016,21.5,91,0
1/12/2016,21.6,92,13.8
1/13/2016,20.9,92,23.3
1/14/2016,22,85,45.5
1/15/2016,23.2,78,0
1/16/2016,22.7,82,0
1/17/2016,22.2,85,0
1/18/2016,22,91,0
1/19/2016,21.6,88,20.9
1/20/2016,21.6,90,21.6
1/21/2016,21.6,91,6.1
1/22/2016,21.4,91,2.3
1/23/2016,20.6,91,0.9
1/24/2016,21.8,88,3.4
1/25/2016,21.1,92,16.8
1/26/2016,21.6,88,0.8
1/27/2016,21.6,88,0
1/28/2016,22,85,0
1/29/2016,22.3,83,1
1/30/2016,22.1,88,5.4
1/31/2016,21.5,89,9.9
2/1/2016,21.1,94,13.1
2/2/2016,20.8,98,60.7
2/3/2016,21.4,88,74.4
2/4/2016,20.9,92,0
2/5/2016,21.8,92,10.2
2/6/2016,23.1,83,7.8
2/7/2016,21.9,91,0
2/8/2016,20.4,93,49.8
2/9/2016,21.1,95,40.6
2/10/2016,20.5,95,20.5
2/11/2016,21.1,95,64.9
2/12/2016,20.7,90,6.1
2/13/2016,22.6,84,5.7
2/14/2016,21.8,84,26.3
2/15/2016,21.9,84,0.6
2/16/2016,21.9,84,0.1
2/17/2016,21.6,88,4
2/18/2016,21.1,91,4
2/19/2016,22,90,6.4
2/20/2016,21.5,93,2.5
2/21/2016,20.9,96,26.9
2/22/2016,20.4,95,58.6
2/23/2016,21.4,85,42.5
2/24/2016,21.2,92,0.2
2/25/2016,20.8,92,13.6
2/26/2016,20.1,95,9.9
2/27/2016,20.1,94,16.3
2/28/2016,20.7,95,7
2/29/2016,20.5,98,9
3/1/2016,19.9,98,54.4
3/2/2016,20.4,98,21.9
3/3/2016,21.5,95,22
3/4/2016,21.1,93,14
3/5/2016,21,95,32.2
3/6/2016,22.2,90,32.1
3/7/2016,22.8,86,6.1
3/8/2016,21.7,88,40.4
3/9/2016,21.3,91,5.5
3/10/2016,22.4,90,29
3/11/2016,21.9,92,22.2
3/12/2016,21.6,89,32.6
3/13/2016,22.3,86,9.5
3/14/2016,22.4,92,19.4
3/15/2016,22.5,87,13.4
3/16/2016,22.7,81,0
3/17/2016,22.1,82,2.4
3/18/2016,22.9,91,43.1
3/19/2016,23,85,0
3/20/2016,23.4,87,0
3/21/2016,22.1,94,3.9
3/22/2016,21.6,91,1.2
3/23/2016,21.2,89,36.2
3/24/2016,22.7,83,6.9
3/25/2016,22,89,1.3
3/26/2016,21.7,94,14.4
3/27/2016,21.7,88,22.3
3/28/2016,21.7,91,0
3/29/2016,20.8,89,21.5
3/30/2016,21.4,91,45.3
3/31/2016,21.7,94,23
4/1/2016,21.6,90,1.1
4/2/2016,21.3,88,27.3
4/3/2016,21.9,88,51.7
4/4/2016,23,86,6.4
4/5/2016,22.1,92,3.5
4/6/2016,22.2,87,46.1
4/7/2016,22.6,86,18.4
4/8/2016,22.4,89,9.2
4/9/2016,21.7,90,4.4
4/10/2016,22.4,86,50.4
4/11/2016,22.4,84,0
4/12/2016,22.6,89,14.2
4/13/2016,22,89,0
4/14/2016,22.9,85,2
4/15/2016,22,92,1.7
4/16/2016,22.7,88,1.5
4/17/2016,23.3,85,1.4
4/18/2016,22.8,85,17
4/19/2016,21.9,92,9.5
4/20/2016,22.3,92,18.2
4/21/2016,22.4,90,17.8
4/22/2016,23.1,84,54.5
4/23/2016,24,80,1
4/24/2016,24,79,1.5
4/25/2016,22,88,0
4/26/2016,21.4,93,23.5
4/27/2016,21.5,92,3.1
4/28/2016,21.9,85,9.4
4/29/2016,21,94,47.7
4/30/2016,21.8,90,20.2
5/1/2016,22.6,82,28.8
5/2/2016,22.6,89,0
5/3/2016,24.1,78,19.5
5/4/2016,23.9,78,0.2
5/5/2016,22.9,83,0
5/6/2016,22.9,82,0
5/7/2016,22.1,86,0
5/8/2016,21.9,86,2.2
5/9/2016,21.7,87,4.7
5/10/2016,23.6,84,12.6
5/11/2016,22.6,87,0
5/12/2016,22.5,88,21
5/13/2016,22.9,89,42.2
5/14/2016,23.7,85,1.3
5/15/2016,23.7,82,0
5/16/2016,22.4,90,10
5/17/2016,21.8,92,0.7
5/18/2016,22.9,88,23.7
5/19/2016,22.9,88,0
5/20/2016,22.9,90,2.1
5/21/2016,21.6,93,17.7
5/22/2016,22,94,34.1
5/23/2016,22.5,89,14.7
5/24/2016,22,92,3.5
5/25/2016,22.6,89,4
5/26/2016,22.5,83,9
5/27/2016,23,83,0
5/28/2016,23.6,78,0.2
5/29/2016,22.4,81,0
5/30/2016,22.7,83,0
5/31/2016,23.3,81,0
6/1/2016,22.7,85,0
6/2/2016,22.7,85,0
6/3/2016,22.1,85,0.8
6/4/2016,22.8,78,0.1
6/5/2016,22.2,89,0
6/6/2016,21.5,86,0
6/7/2016,21.9,87,0
6/8/2016,20.9,92,38
6/9/2016,21.6,93,13
6/10/2016,23,82,5
6/11/2016,21.6,83,0
6/12/2016,22.3,84,0.2
6/13/2016,21.8,86,0
6/14/2016,21.7,84,0
6/15/2016,21.2,84,0
6/16/2016,23.2,82,0.2
6/17/2016,22.9,81,0
6/18/2016,20.5,92,80.5
6/19/2016,22.2,77,8.8
6/20/2016,21.8,83,4.5
6/21/2016,22.6,71,2
6/22/2016,22.5,78,0.2
6/23/2016,23.1,74,0
6/24/2016,22,74,0
6/25/2016,21.5,77,0
6/26/2016,21.3,89,0
6/27/2016,21,84,10.5
6/28/2016,21.7,74,5
6/29/2016,21.4,89,0
6/30/2016,22.2,84,44.4
7/1/2016,21.3,84,1.1
7/2/2016,22.7,82,1.1
7/3/2016,21,92,28.5
7/4/2016,21.9,87,55.8
7/5/2016,21.5,88,1
7/6/2016,22.1,88,1.5
7/7/2016,21.6,84,0
7/8/2016,21.5,87,0.4
7/9/2016,21.9,85,14.6
7/10/2016,21.5,91,0
7/11/2016,21.9,86,0
7/12/2016,21.7,89,10.6
7/13/2016,21.8,85,5.5
7/14/2016,22,90,0.6
7/15/2016,23.1,78,0
7/16/2016,21.2,89,0.7
7/17/2016,20.9,92,22.3
7/18/2016,20.8,91,12
7/19/2016,20.7,90,25.4
7/20/2016,21.1,88,26
7/21/2016,21.6,86,0
7/22/2016,19.7,91,16.8
7/23/2016,20.8,87,55.3
7/24/2016,21,88,2.5
7/25/2016,21.5,87,2.8
7/26/2016,21.7,74,0
7/27/2016,22.2,75,0
7/28/2016,21.4,83,0
7/29/2016,21.5,84,0
7/30/2016,20.9,85,1.1
7/31/2016,21.6,81,1
8/1/2016,22,86,0
8/2/2016,20.7,73,0.1
8/3/2016,20.6,76,0
8/4/2016,20.7,75,0
8/5/2016,20.9,79,0
8/6/2016,21.4,76,0
8/7/2016,21.4,83,0
8/8/2016,21.9,91,0.2
8/9/2016,22.1,78,6.8
8/10/2016,21.5,74,0.8
8/11/2016,21.6,88,0.2
8/12/2016,21.4,86,5.5
8/13/2016,21.2,95,11
8/14/2016,20.6,91,14
8/15/2016,21.2,91,7
8/16/2016,20.9,87,0
8/17/2016,21.6,84,0.5
8/18/2016,21.6,92,2.7
8/19/2016,21.5,86,1
8/20/2016,21.6,83,0
8/21/2016,21.5,82,3
8/22/2016,21,86,1.5
8/23/2016,21.5,86,0
8/24/2016,22,80,0
8/25/2016,20.4,85,0.8
8/26/2016,21.4,86,3.8
8/27/2016,21.7,86,6.5
8/28/2016,21.5,87,9.1
8/29/2016,22,91,9.5
8/30/2016,21.1,91,10
8/31/2016,21,90,11.6
9/1/2016,21.7,90,7.6
9/2/2016,21.5,92,6.5
9/3/2016,21.1,90,7.8
9/4/2016,22.1,87,45
9/5/2016,21.9,86,18.4
9/6/2016,21.6,86,0
9/7/2016,21.2,89,2.5
9/8/2016,20.8,91,22
9/9/2016,21.6,73,15.5
9/10/2016,21.6,87,0
9/11/2016,21.4,89,16.4
9/12/2016,21.2,86,8.5
9/13/2016,21.9,80,0.4
9/14/2016,21,87,20
9/15/2016,21.2,90,39.6
9/16/2016,21.4,87,20
9/17/2016,21.9,89,0.4
9/18/2016,21.1,94,0.1
9/19/2016,21.1,92,48.1
9/20/2016,22,89,20.7
9/21/2016,21.4,87,0.1
9/22/2016,22,90,7.2
9/23/2016,21,90,11
9/24/2016,21.5,90,0.4
9/25/2016,22,87,22.8
9/26/2016,22.5,79,22.7
9/27/2016,22.4,89,24.5
9/28/2016,22,85,26.4
9/29/2016,21.5,91,14.8
9/30/2016,20.9,93,9.5
10/1/2016,21.9,86,20.7
10/2/2016,21.4,87,0.5
10/3/2016,22.3,78,6.1
10/4/2016,20.6,92,0.8
10/5/2016,21,91,32.2
10/6/2016,21.1,93,5.8
10/7/2016,22.2,87,2.7
10/8/2016,20.6,95,32.7
10/9/2016,20.3,93,0
10/10/2016,20,97,18.9
10/11/2016,20.9,92,69
10/12/2016,22.4,87,1
10/13/2016,21.9,87,4.4
10/14/2016,21.7,90,2.2
10/15/2016,21,91,1.1
10/16/2016,23.5,61,0
10/17/2016,22.1,73,0
10/18/2016,21.9,90,0.6
10/19/2016,22.2,90,16.2
10/20/2016,22.1,83,0.4
10/21/2016,21.8,89,0.4
10/22/2016,21.8,89,18.4
10/23/2016,20.5,96,14.1
10/24/2016,22.1,86,12.3
10/25/2016,21.6,88,6.2
10/26/2016,21.2,87,14.9
10/27/2016,21.2,92,2.7
10/28/2016,20.3,93,16.6
10/29/2016,21,88,41.5
10/30/2016,20.7,89,9.6
10/31/2016,21.6,86,38
11/1/2016,21.5,90,2.5
11/2/2016,21.4,86,3.1
11/3/2016,21,92,2.4
11/4/2016,22.5,83,3.4
11/5/2016,22.4,84,0.4
11/6/2016,22,88,0.8
11/7/2016,22.7,89,78.4
11/8/2016,21.5,89,3.5
11/9/2016,21.3,88,41.3
11/10/2016,21.9,80,0.8
11/11/2016,21.4,88,16.7
11/12/2016,21.5,92,13.1
11/13/2016,21.6,95,2.3
11/14/2016,21.6,88,15.3
11/15/2016,21.9,86,2.4
11/16/2016,21.3,86,8.4
11/17/2016,22.2,89,14.9
11/18/2016,20.9,94,16.9
11/19/2016,21.9,89,15.4
11/20/2016,21.9,92,1.4
11/21/2016,21.2,94,11.9
11/22/2016,20.7,89,9.4
11/23/2016,21.6,88,12.5
11/24/2016,22.5,86,11
11/25/2016,21.2,89,1
11/26/2016,22,88,0
11/27/2016,22.4,87,17.5
11/28/2016,21.2,93,1.7
11/29/2016,21.8,90,1.2
11/30/2016,21.7,88,2.4
12/1/2016,21.9,84,3.6
12/2/2016,20.7,91,9
12/3/2016,23.2,74,12.5
12/4/2016,22.4,83,2.1
12/5/2016,21.1,88,13.1
12/6/2016,20.7,95,2.2
12/7/2016,21.1,93,0.1
12/8/2016,21.3,92,0.9
12/9/2016,21.3,82,6.3
12/10/2016,21.9,85,3.8
12/11/2016,20.9,86,3.1
12/12/2016,21,90,36
12/13/2016,21.4,87,0.8
12/14/2016,20.6,87,2.6
12/15/2016,21.9,81,17.1
12/16/2016,21.5,88,2.3
12/17/2016,21.1,85,1.1
12/18/2016,21.2,84,0
12/19/2016,20.7,92,2.4
12/20/2016,22.7,72,11.1
12/21/2016,22.5,72,0
12/22/2016,23,75,0.2
12/23/2016,23,78,0.4
12/24/2016,23.4,76,0.2
12/25/2016,20.9,88,0
12/26/2016,22.1,82,2.5
12/27/2016,21.9,80,0
12/28/2016,23.2,78,0.8
12/29/2016,21.3,88,0.1
12/30/2016,21.3,85,0.2
12/31/2016,21.4,86,9.3
1/1/2017,22.2,78,14.7
1/2/2017,21.6,82,2.1
1/3/2017,23.4,76,2.3
1/4/2017,20.9,87,14
1/5/2017,21.4,89,4.2
1/6/2017,21.3,87,30.6
1/7/2017,21.7,84,3.9
1/8/2017,21.7,85,0
1/9/2017,21.4,88,2
1/10/2017,21.4,92,4
1/11/2017,21.2,92,5
1/12/2017,21.2,91,20.9
1/13/2017,22.5,83,2
1/14/2017,20.5,88,3
1/15/2017,22.2,76,16.5
1/16/2017,20.4,89,1.7
1/17/2017,20.9,87,6.5
1/18/2017,20.7,89,5.4
1/19/2017,21.3,86,3.5
1/20/2017,22.5,76,2.5
1/21/2017,21.9,83,1.8
1/22/2017,20.5,88,7.1
1/23/2017,21.9,86,58.4
1/24/2017,20.8,91,1.1
1/25/2017,21.6,80,12.7
1/26/2017,21.1,80,6.3
1/27/2017,21.3,89,0
1/28/2017,20.4,92,7.7
1/29/2017,19.5,97,9.5
1/30/2017,20.1,92,19.3
1/31/2017,20.2,94,6.6
2/1/2017,19.4,94,51.5
2/2/2017,20.3,86,10.4
2/3/2017,20.5,85,1.4
2/4/2017,19.8,96,24.6
2/5/2017,21.8,82,28.2
2/6/2017,21.2,88,45.4
2/7/2017,20.9,84,3.3
2/8/2017,19.3,99,20.4
2/9/2017,19,98,50.4
2/10/2017,19.4,99,31.3
2/11/2017,19.2,99,39
2/12/2017,19.6,100,63.7
2/13/2017,20.2,95,34.8
2/14/2017,20.1,97,4.8
2/15/2017,19.6,98,36.3
2/16/2017,19.2,96,44
2/17/2017,20.5,96,27.5
2/18/2017,20.7,89,2
2/19/2017,20.6,96,0
2/20/2017,20.1,97,4.5
2/21/2017,20.3,92,32.2
2/22/2017,20.2,93,7
2/23/2017,21.3,88,28.8
2/24/2017,21.1,89,10
2/25/2017,20.4,91,38.2
2/26/2017,21.5,89,20
2/27/2017,20.5,92,11.4
2/28/2017,20.3,94,17.4
3/1/2017,21,94,0.9
3/2/2017,20.6,92,14
3/3/2017,21.1,91,2.1
3/4/2017,20.8,89,4.2
3/5/2017,21.7,85,21.3
3/6/2017,21.5,94,9
3/7/2017,20.6,91,21.9
3/8/2017,22.2,79,66.2
3/9/2017,21.9,77,21
3/10/2017,20.9,92,0.2
3/11/2017,21.1,85,11.4
3/12/2017,21.9,75,0.7
3/13/2017,23.3,70,1
3/14/2017,22.3,80,0
3/15/2017,21.4,86,0.3
3/16/2017,21.5,88,8.7
3/17/2017,21.8,86,0.1
3/18/2017,20.6,95,22.2
3/19/2017,21.9,78,16.7
3/20/2017,21.4,85,10.5
3/21/2017,21.6,84,7.3
3/22/2017,21.1,94,10.4
3/23/2017,21.7,93,11.3
3/24/2017,21.6,87,0.3
3/25/2017,22.1,88,18.2
3/26/2017,21.4,87,0
3/27/2017,20.7,88,8
3/28/2017,21.9,83,4.3
3/29/2017,21.8,85,0
3/30/2017,21.7,86,0.7
3/31/2017,21.6,89,1.3
4/1/2017,21.8,88,1.1
4/2/2017,20.9,91,6.2
4/3/2017,20.6,89,34.6
4/4/2017,20.7,90,0.7
4/5/2017,21.8,87,2
4/6/2017,21.8,85,0.8
4/7/2017,22,84,0
4/8/2017,21.6,85,2.7
4/9/2017,21.7,84,0.1
4/10/2017,21.7,85,6.8
4/11/2017,21.7,90,36.7
4/12/2017,21.7,90,11.4
4/13/2017,22.1,91,12.5
4/14/2017,22.3,89,39.2
4/15/2017,22.1,90,0
4/16/2017,21.5,92,34.5
4/17/2017,22.5,83,24.9
4/18/2017,22,82,0
4/19/2017,20.9,90,31
4/20/2017,22.2,85,51.6
4/21/2017,22.5,87,0.2
4/22/2017,21.1,91,5.2
4/23/2017,21.5,85,35.3
4/24/2017,22.5,84,5.5
4/25/2017,22.7,81,0.4
4/26/2017,20.7,93,19.4
4/27/2017,21.4,88,13.1
4/28/2017,21.6,86,22.5
4/29/2017,22.1,80,1
4/30/2017,22.1,83,1.4
5/1/2017,21.5,88,1
5/2/2017,20.1,94,48.5
5/3/2017,22.1,92,34.2
5/4/2017,21.6,94,31.6
5/5/2017,21.2,93,10.6
5/6/2017,20.9,90,18.5
5/7/2017,21,92,16.5
5/8/2017,21.2,91,1.8
5/9/2017,21.3,91,27.9
5/10/2017,21,92,20.5
5/11/2017,21.1,89,13.3
5/12/2017,21.7,88,0
5/13/2017,21.9,86,0.3
5/14/2017,23.1,81,0.3
5/15/2017,22.8,85,0
5/16/2017,22.5,85,0
5/17/2017,22.6,88,0
5/18/2017,22.5,82,0
5/19/2017,22.3,82,0
5/20/2017,21.9,83,0
5/21/2017,22.6,83,0
5/22/2017,23.1,86,0
5/23/2017,22.4,83,0
5/24/2017,22,86,0.3
5/25/2017,22.2,87,15.8
5/26/2017,22.4,73,0
5/27/2017,22.8,83,0
5/28/2017,21.6,91,0
5/29/2017,22.1,85,4.8
5/30/2017,22.6,81,0.5
5/31/2017,23.5,81,0
6/1/2017,21.3,91,7.2
6/2/2017,21.9,86,9.3
6/3/2017,21.9,83,0
6/4/2017,22,89,0.8
6/5/2017,21.5,90,4
6/6/2017,21.7,90,30.7
6/7/2017,22.4,80,0
6/8/2017,23,74,0
6/9/2017,22.5,72,0
6/10/2017,22,88,0.4
6/11/2017,21.9,88,0.2
6/12/2017,22,88,2.9
6/13/2017,22.4,84,1.5
6/14/2017,21.6,91,0.2
6/15/2017,21.3,90,8.4
6/16/2017,23.7,72,0
6/17/2017,21.9,83,0
6/18/2017,21.4,85,0
6/19/2017,20.8,84,1.2
6/20/2017,21.9,76,0
6/21/2017,21.2,81,0
6/22/2017,21.1,90,0
6/23/2017,20.6,91,5.4
6/24/2017,20.8,86,0.3
6/25/2017,21.2,88,1
6/26/2017,21.3,84,2
6/27/2017,21.6,88,12.4
6/28/2017,20.8,90,0
6/29/2017,21.1,89,10.6
6/30/2017,20.4,94,34.8
7/1/2017,21.3,81,5.2
7/2/2017,21.8,87,0
7/3/2017,21.3,89,0
7/4/2017,21.7,87,8.6
7/5/2017,21.4,87,3.3
7/6/2017,21.4,85,0.4
7/7/2017,21.5,83,0
7/8/2017,21.6,86,0
7/9/2017,21.2,91,0.4
7/10/2017,21.4,86,0.9
7/11/2017,21.4,85,0.4
7/12/2017,20.7,82,0
7/13/2017,21.6,87,0
7/14/2017,21.3,87,0
7/15/2017,20.7,88,0
7/16/2017,20.6,82,0
7/17/2017,20.7,79,0
7/18/2017,20.6,84,0
7/19/2017,21.2,83,0.7
7/20/2017,21.1,86,1.4
7/21/2017,22.1,83,0
7/22/2017,20.9,88,0.1
7/23/2017,21.1,94,1.1
7/24/2017,21.8,90,28.2
7/25/2017,21.6,82,0
7/26/2017,20.5,78,0
7/27/2017,20.6,85,0
7/28/2017,22.2,82,37.9
7/29/2017,21.6,92,1
7/30/2017,21.8,89,1
7/31/2017,22.1,85,0.5
8/1/2017,20.4,80,0.2
8/2/2017,20.9,75,0
8/3/2017,20.5,81,0
8/4/2017,20.7,77,0
8/5/2017,21.3,74,0
8/6/2017,21.5,80,0
8/7/2017,21.5,84,0
8/8/2017,21.1,79,0
8/9/2017,21.5,83,4.6
8/10/2017,21.7,87,24
8/11/2017,21.1,90,1.9
8/12/2017,21.3,89,2
8/13/2017,21.4,87,0
8/14/2017,21.6,84,0
8/15/2017,20.4,76,0
8/16/2017,20.7,78,0
8/17/2017,21.1,78,0
8/18/2017,21.7,82,0
8/19/2017,22.1,85,0
8/20/2017,21.8,86,0
8/21/2017,21.7,83,0
8/22/2017,20.7,81,0
8/23/2017,21.9,79,0
8/24/2017,22.2,78,0
8/25/2017,21.7,79,0
8/26/2017,22.8,71,0
8/27/2017,21.8,66,0
8/28/2017,22.7,63,0
8/29/2017,21.4,81,0
8/30/2017,21.4,88,16.8
8/31/2017,21.2,83,0
9/1/2017,21.6,82,0
9/2/2017,21.4,81,0
9/3/2017,21.6,82,0
9/4/2017,22.2,81,0
9/5/2017,21.6,85,0
9/6/2017,21.1,91,0
9/7/2017,21.6,82,0.6
9/8/2017,21.8,83,0.3
9/9/2017,22.6,80,0
9/10/2017,21.9,85,0.2
9/11/2017,21.8,81,2.1
9/12/2017,21.2,82,0
9/13/2017,21.6,77,0
9/14/2017,21.3,83,0
9/15/2017,22.4,82,0
9/16/2017,22.7,80,0
9/17/2017,23.1,74,0
9/18/2017,24,64,0
9/19/2017,22,84,0
9/20/2017,21.4,84,0
9/21/2017,21.3,74,0
9/22/2017,22.6,70,0
9/23/2017,22.5,75,0
9/24/2017,21,88,0
9/25/2017,20.8,93,5.2
9/26/2017,22.3,83,3.9
9/27/2017,20.7,92,1.7
9/28/2017,22.6,84,8.6
9/29/2017,21.4,85,0
9/30/2017,21.8,87,11.4
10/1/2017,22.2,91,9.5
10/2/2017,20.9,94,7.9
10/3/2017,20.9,89,22.5
10/4/2017,21.3,88,13.4
10/5/2017,21.7,90,26.9
10/6/2017,23,86,0.3
10/7/2017,21.2,86,0
10/8/2017,21.8,85,40.3
10/9/2017,21.1,89,2.6
10/10/2017,21,95,32
10/11/2017,22.2,86,6.1
10/12/2017,20.9,95,26.3
10/13/2017,21.8,85,3
10/14/2017,21.8,86,0.9
10/15/2017,22.2,82,0
10/16/2017,21.1,89,0.4
10/17/2017,21.1,91,3.8
10/18/2017,21.9,91,11.9
10/19/2017,20.1,91,33.3
10/20/2017,21.3,90,18.7
10/21/2017,22.9,87,15.5
10/22/2017,22.9,84,0.5
10/23/2017,21.8,83,0
10/24/2017,21.4,77,0.1
10/25/2017,21.7,86,0.3
10/26/2017,21.6,90,60
10/27/2017,21.9,86,1.3
10/28/2017,21.6,95,0.6
10/29/2017,22.1,83,22.9
10/30/2017,21.6,85,0
10/31/2017,22,83,16
11/1/2017,22.3,76,11.3
11/2/2017,21.9,83,0
11/3/2017,22.2,82,0
11/4/2017,22.3,85,3.5
11/5/2017,21.5,91,7.8
11/6/2017,21.7,90,18.9
11/7/2017,21.4,88,35.7
11/8/2017,21.8,84,7.5
11/9/2017,20.7,92,17.5
11/10/2017,20.8,88,15.6
11/11/2017,21.8,85,34.5
11/12/2017,21.1,89,7.9
11/13/2017,21.3,88,3.3
11/14/2017,22.4,84,2.5
11/15/2017,21.6,90,14.6
11/16/2017,21.6,85,36
11/17/2017,20.6,92,57.7
11/18/2017,21,92,90
11/19/2017,21,88,1.6
11/20/2017,21.6,81,4
11/21/2017,21.8,86,0
11/22/2017,21.9,91,11.6
11/23/2017,22.1,80,0.1
11/24/2017,22,79,0
11/25/2017,22.9,72,0
11/26/2017,21.7,85,10.5
11/27/2017,21.8,86,21.5
11/28/2017,21,88,44.5
11/29/2017,21.4,84,2.7
11/30/2017,19.2,98,10
12/1/2017,20.1,94,41
12/2/2017,22,78,10.7
12/3/2017,22.8,84,0
12/4/2017,22.5,79,0
12/5/2017,22.5,74,0
12/6/2017,22.4,76,0
12/7/2017,22.6,83,1.5
12/8/2017,22.3,87,3.5
12/9/2017,21.6,86,5.1
12/10/2017,23.2,80,14.6
12/11/2017,20.4,93,0.2
12/12/2017,20.9,89,48.2
12/13/2017,20.4,94,36.4
12/14/2017,20.7,91,5.6
12/15/2017,21.3,90,3.4
12/16/2017,20.1,91,6.2
12/17/2017,21,89,2.7
12/18/2017,20.6,90,20.6
12/19/2017,19.8,98,23.4
12/20/2017,19.5,96,32.2
12/21/2017,20,92,11.4
12/22/2017,21.8,88,36.8
12/23/2017,21,80,18.4
12/24/2017,21.4,77,9.2
12/25/2017,20.8,66,0
12/26/2017,21.7,81,0
12/27/2017,21.5,83,0
12/28/2017,21.1,78,0.2
12/29/2017,21.3,78,0
12/30/2017,21.9,90,10
12/31/2017,22.4,82,7
